id,name,numReviews,avgReviewScore,price,genres,tags,description,numFollowers
"1584840","AGAINST","269","76","19.99","['Action', 'Casual', 'Indie', 'Early Access']","['Shooter', 'Action', 'Music', 'Rhythm', 'VR', 'Arcade', 'Fast-Paced', 'Indie', 'Singleplayer', 'Casual', 'Atmospheric', 'Cinematic', 'Early Access', 'Stylized', 'Comic Book', 'Hero Shooter']","AGAINST is a combat rhythm VR game that will immerse you in a dark comics story. Follow the beat to shoot and slice your way through evil henchmen of Dr. Vice. Empowering music is your only way out from these crime-ridden streets.","2890"
"2093590","Moorhuhn X - Crazy Chicken X","27","100","4.99","['Action', 'Casual', 'Indie', 'Simulation', 'Sports']","['Action', 'Casual', 'Simulation', 'Sports', 'Arcade', 'Shooter', '2D Platformer', ""Shoot 'Em Up"", '2D', 'Cartoon', 'Cute', 'Indie', 'Comedy', 'Hunting', 'Sniper', 'Tabletop', 'Singleplayer']","Chickens are on the loose! Hiding, running, fishing, and flying – chickens are everywhere! It’s up to you and your dead-eye aim to save the farm.","193"
"2293010","OnlyFap Simulator  6 💦","67","57","6.99","['Casual', 'Indie', 'Simulation']","['Sexual Content', 'Nudity', 'Mature', 'Female Protagonist', 'Simulation', 'NSFW', '3D', 'Memes', 'Management', 'Immersive Sim', 'Casual', 'Singleplayer', 'Clicker', 'Resource Management', 'Modern', 'Life Sim', 'Choose Your Own Adventure', 'Relaxing', 'Romance', 'Atmospheric']","OnlyFap Simulator 6 is a casual clicker adult game that looks like a popular social media.You should help main character to earn enough money to start making streams.After every reached goal you gonna be surprised with amazing video with female protagonist.","1026"
"1072750","That Flipping Mountain","139","95","6.99","['Action', 'Adventure', 'Casual', 'Indie', 'Simulation', 'Sports']","['Difficult', 'Funny', 'Psychological Horror', 'Precision Platformer', 'Platformer', 'Action', 'Physics', 'Side Scroller', 'Philosophical', 'Snowboarding', 'Singleplayer', 'Skiing', 'Dark Humor', 'Parkour', 'Adventure', 'Comedy', '2D', 'Casual', 'Simulation', 'Sports']","A physics driven parkour game inspired by ""Getting Over It"" and ""Jump King"". Flip, ski, and dive yourself up a massive mountain of stuff. Fall down, rage, get up, shake it off, parkour-on!","407"
"1131930","BARRICADEZ","141","79","18.99","['Indie', 'Simulation', 'Strategy']","['Strategy', 'Indie', 'Tower Defense', 'Zombies', 'Base Building', 'Resource Management', 'Building', 'Crafting', 'Singleplayer', 'Early Access', 'Real-Time with Pause', 'Post-apocalyptic', 'Tactical', 'Automation', '2D', 'Experimental', 'Collectathon', 'Survival', 'Mining', 'Physics']","Barricadez is a mix of tower defense and survival game. Take on your care robot and explore the underground, find new blueprints, gather resources and build your defenses and traps to survive through the night against a myriad of zombie-like creatures. Your goal: to defend the defenseless cradle.","1707"
"1159450","Hayfever","52","94","14.99","['Adventure', 'Indie']","['Precision Platformer', 'Fast-Paced', 'Cute', 'Funny', 'Collectathon', 'Pixel Graphics', '2D Platformer', 'Adventure', 'Platformer', 'Side Scroller', '2D', 'Family Friendly', 'Linear', 'Score Attack', 'Singleplayer', 'Soundtrack', 'Indie', 'Great Soundtrack', 'Action']","Help Thomas the Allergic Mailman gather all his lost letters in this challenging and unique 2D platformer! In Hayfever, the player takes control of Thomas – a young postman with a strong work ethic. There is just one tiny little issue… Thomas suffers from terrible (and we mean TERRIBLE) allergies.","228"
"1765690","World Wide Hack","73","73","16.99","['Adventure', 'Indie', 'Massively Multiplayer', 'RPG', 'Simulation', 'Early Access']","['Early Access', 'Hacking', 'Simulation', 'Massively Multiplayer', 'Puzzle', 'Cyberpunk', 'Asynchronous Multiplayer', 'PvP', 'Atmospheric', 'Programming', 'Strategy', 'Indie', 'Sandbox', 'Story Rich', 'Immersive Sim', 'Text-Based', '2D', 'Open World', 'Adventure', 'Co-op']","Reveal company secrets while hacking and exploring their quantum simulation networks. Fights for control with other players, coop with your faction, gather best tools, build most secure servers, write scripts and webs, or choose to be solo hacker who makes the right choices to change the world.","1781"
"849210","Raccoo Venture","115","93","14.99","['Action', 'Adventure']","['Exploration', 'Collectathon', 'Hidden Object', 'Puzzle', 'PvE', 'Difficult', 'Platformer', 'Character Customization', 'Cute', 'Third Person', 'Funny', 'Controller', 'Linear', '3D', 'Action', 'Cartoony', 'Colorful', 'Stylized', 'Fantasy', 'Family Friendly']","A collectathon 3D platform game where you explore the world to find all hidden collectibles, solving secrets, puzzles and find new outfits to customize our cute hero. Special abilities will blow your mind controlling chaos and order. Recover the pieces to defeat the terrible Tattooed Tatus.","1205"
"2685490","Detective Hayseed - The Cloning Madness","104","98","14.99","['Adventure']","['Adventure', 'Point & Click', 'Interactive Fiction', 'Clicker', 'Exploration', 'Choose Your Own Adventure', '2D', 'Cartoon', 'Hand-drawn', 'Comic Book', 'Detective', 'Comedy', 'Relaxing', 'Parody', 'Political', 'Retro', 'Dark Humor', 'Satire', 'Funny', 'Conversation']","Join the crazy police detective Francis in his search for a kidnapped cloned beauty and go through countless escapades with him in this classic point & click adventure full of comedy.","622"
"1263620","Yacht Mechanic Simulator","160","21","14.99","['Casual', 'Indie', 'Racing', 'Simulation', 'Strategy']","['Simulation', 'Sailing', 'Naval', 'Relaxing', 'Casual', 'Action-Adventure', 'Racing', 'Building', 'Realistic', 'Economy', 'Immersive Sim', '3D', 'Third Person', 'Inventory Management', 'Singleplayer', 'Family Friendly', 'Management', 'Exploration', 'Crafting', 'Modern']","Build your own yacht empire! Renovate old yachts, patch their hulls, fix their engines, and add new parts. Design and install beautiful interiors of your vessels. Pilot your ships and check how they handle the water. A completely new installment in the famous ‘Mechanic Simulator’ universe!","2994"
"1249740","Carnival Games","15","27","39.99","['Casual']","['Casual', 'Family Friendly', 'Party', 'Local Multiplayer', 'Arcade', 'Score Attack', 'Colorful', '4 Player Local', 'Multiplayer', '3D', 'Cartoony', 'PvP', 'Singleplayer']","Carnival Games offers fun for everyone and can be played alone or with up to three others. Hit home runs, pile the highest stack of cakes, and take your horse to the finish line. 20 total mini-games will have you and your friends stepping right up to win again and again!","143"
"2176430","Testament: The Order of High Human","84","46","19.99","['Action', 'Adventure', 'Indie', 'RPG']","['RPG', 'First-Person', 'Fantasy', 'Action', 'Action-Adventure', 'Adventure', 'Singleplayer', 'Action RPG', 'Swordplay', 'Magic', 'Archery', 'Metroidvania', 'Medieval', 'Dark Fantasy', 'Lore-Rich', 'Story Rich', 'Post-apocalyptic', 'Atmospheric', 'Indie', 'Puzzle Platformer']","Testament is a first-person single-player action-adventure game with bits of RPG and metroidvania elements set in a post-apocalyptic fantasy world. It offers a mixed combat with different possibilities and combination by sword, spells and bow while it is rich with platforming and puzzles.","3804"
"951530","Alien Shooter - Last Hope","235","77","4.99","['Action', 'Indie', 'RPG']","['Arena Shooter', 'Action', 'RPG', ""Shoot 'Em Up"", 'Shooter', 'PvE', 'Gore', 'Action RPG', 'Arcade', 'Isometric', 'Third Person', 'Aliens', 'Indie', 'Sci-fi', 'Singleplayer']","New chapter in history of the legendary game, including 10 story missions.","657"
"1267930","Deadly Dozen: Pacific Theater","40","88","9.99","['Action', 'Strategy']","['World War II', 'Third-Person Shooter', 'Strategy', 'FPS', 'Action', 'Stealth', 'War', 'Driving', 'Shooter', '3D', 'First-Person', 'Third Person', 'Simulation', 'Combat', 'Inventory Management', 'Singleplayer']","Penetrate the island strongholds of Japanese Imperial forces with your squad of commandos in this tactical World War II first person shooter. Stealth, a cool head and your M1 may buy you one more day. Can you survive the hard-edged intensity of the Pacific theater?","393"
"1363360","Noch","218","71","11.99","['Action', 'Adventure', 'Indie', 'Massively Multiplayer']","['Atmospheric', 'Exploration', 'Post-apocalyptic', 'Story Rich', 'Survival Horror', 'Gothic', 'Adventure', 'Action', 'First-Person', '3D', 'Puzzle', 'Dark', 'Survival', 'Sandbox', 'Demons', 'Offroad', 'Investigation', 'Thriller', 'Horror', 'Hunting']","Go alone (or with a friend) to find the girl who destroyed the world. An ominous surreal first-person adventure full of dangerous monsters and secrets of the deceased world","2968"
"1333700","Real Heroes: Firefighter HD","101","92","14.99","['Action', 'Simulation']","['Action', 'Simulation', 'FPS', 'Shooter', 'Family Friendly', 'First-Person', 'Singleplayer', 'Casual', '3D', 'Retro', 'Management']","In this first-person fire and rescue action game, don the soot-stained boots of an everyday hero, as a newly graduated academy cadet getting their start in a big city fire station. Face the heat on the front line as you save people and animals from fiery danger to become a real hero!","626"
"1627120","Operation Body Count","18","67","6.99","['Action']","['Retro', 'FPS', 'Action', 'Pixel Graphics', 'Shooter', 'First-Person', ""1990's"", 'Dark', 'Old School', 'PvP', 'Combat', 'Co-op', 'Multiplayer', 'Singleplayer', 'Violent', 'Blood', 'America', 'Gore']","Capstone Software’s classic first-person shooter built on an upgraded Wolfenstein 3D engine brings the heat with 40 levels of intense action. Struggle to the top against hordes of bad guys – it’s time to put that training to the test, soldier!","175"
"1455120","Pumping Simulator","416","75","6.99","['Casual', 'Indie', 'Simulation']","['Simulation', 'Management', 'First-Person', 'Economy', 'FPS', 'Resource Management', 'Sandbox', 'Driving', 'Artificial Intelligence', 'Immersive Sim', 'Education', 'Modern', 'Transportation', 'Physics', 'Automation', 'Conversation', 'Choices Matter', 'Tutorial', 'Co-op', 'Multiplayer']","Pumping Simulator As an active member of a gas station in a major city around the world, you can play with up to 10 friends in a multiplayer co-op mode or single player mode to help you understand what the pumpers are going through, and maybe will make you rich.","1058"
"1556490","Retreat To Enen","319","63","24.99","['Action', 'Adventure', 'Indie']","['Exploration', 'Relaxing', 'Survival', 'Sandbox', 'Fishing', 'First-Person', 'Base Building', 'Open World', 'Action', 'Sci-fi', 'Atmospheric', 'Building', 'Crafting', 'Nature', 'Adventure', 'Futuristic', 'Resource Management', 'Singleplayer', 'Indie', 'Action-Adventure']","Base building simulator 1500 years in the future. Journey to the Island of Enen to forage, craft, build, hunt, meditate, and explore across three vast biomes. Discover secrets and create the retreat of your dreams. With over 160 unique items to gather, craft, and build, every home will be unique.","13243"
"1901410","Alternative Punishment","56","54","9.99","['Adventure', 'Indie', 'Simulation']","['Sexual Content', 'NSFW', 'Simulation', 'Choices Matter', 'Nudity', 'Immersive Sim', '2D', 'Realistic', 'Dating Sim', 'Military', 'Indie', 'Adventure', 'Singleplayer', 'Visual Novel', 'Mature']","As a result of a petty crime, the protagonist of this adult visual novel, is sentenced to serve a week in a military camp. The situation seems dramatic, but something very peculiar changes everything: in the military camp there are only female soldiers.","1172"
"1880860","Hot wife Tara","37","49","2.99","['Adventure', 'Indie', 'Simulation']","['Sexual Content', 'Visual Novel', 'Adventure', 'Interactive Fiction', 'Dating Sim', 'Choose Your Own Adventure', '2D', 'Realistic', 'Drama', 'Emotional', 'Romance', 'Multiple Endings', 'Narration', 'Nudity', 'Nonlinear', 'Singleplayer', 'Mature', 'Indie', 'Simulation', 'NSFW']","HWT is a choose your own adventure story that puts you in the shoes of Harry, a married man who, along with his wife, Tara, want to embark on a sexual journey together. With multiple branching paths and eight unique endings, can you help Harry ensure that his wife has the best birthday of her life?","1170"
"1905980","Farmer's Father: Save the Innocence","114","54","9.99","['Action', 'Adventure', 'Indie', 'Simulation', 'Early Access']","['Early Access', 'Realistic', 'Survival', 'Adventure', 'War', 'Choices Matter', 'Base Building', 'Immersive Sim', 'Singleplayer', 'Atmospheric', 'Simulation', 'Indie', 'Action', 'Crafting', 'Resource Management', 'Story Rich', 'Management', 'World War II', 'Wargame', 'Sandbox']","War breeds heroes you've never heard of. You are the ordinary person holding a huge burden of protecting what's most precious and innocent. Fight with hunger, wounds, cold, disease, and enemy cruelty. Defend your family and survive the war!","1969"
"1806120","Serena: Dark confessions","38","61","7.99","['Adventure', 'Indie', 'Simulation']","['Sexual Content', 'Nudity', 'Mature', 'Adventure', 'Visual Novel', 'Interactive Fiction', 'Point & Click', 'Choose Your Own Adventure', '2D', 'Drama', 'Emotional', 'LGBTQ+', 'Romance', 'Choices Matter', 'Conversation', 'Multiple Endings', 'Narration', 'Nonlinear', 'Story Rich', 'Indie']","An erotic visual novel full of meaningful choices mixed with adventure game elements, non-linear story resulting in 9 diverse endings. Multiple narrators and characters you care about. All with 4k visuals, sex animations and awesome cumshots.","2021"
"1947460","Angel Perversion","52","60","4.99","['Adventure']","['Sexual Content', 'Nudity', 'Mature', 'NSFW', 'Visual Novel', 'Realistic', 'Romance', 'Hentai', 'Choices Matter', 'Story Rich', 'Choose Your Own Adventure', 'Indie', 'Singleplayer', 'Dating Sim', 'Multiple Endings', 'Replay Value', 'Drama', 'Episodic', 'Adventure', 'Comedy']","Angel Perversion is a kinetic visual novel. The guardian angel Umabela is not satisfied with the life of her protégé, so she decides to break the rules and make his life much easier.","1047"
"2141690","Car Dealership Simulator","1541","75","9.99","['Casual', 'Indie', 'Simulation']","['Casual', 'Simulation', 'Life Sim', 'FPS', 'Immersive Sim', 'Multiplayer', 'First-Person', '3D', 'Economy', 'Realistic', 'Singleplayer', 'Family Friendly', 'Indie', 'Management', 'Resource Management']","Car Dealership Simulator is an extremely comprehensive and detailed car dealership business simulation game.","2345"
"2238980","Hacker's Restart","18","56","4.99","['Indie', 'Simulation']","['Visual Novel', 'Choices Matter', 'Multiple Endings', 'Simulation', 'Sexual Content', 'Romance', 'Nudity', 'Story Rich', 'Realistic', 'Conversation', 'Life Sim', 'Dating Sim', 'First-Person', 'Indie', 'Emotional', 'Singleplayer', 'Immersive Sim', 'NSFW', 'Hacking']","Hacker’s Restart is an adult visual novel featuring multiple endings. Move into a new city to escape from your problems with the law, pursue relationships and one-night stands, and find a way to clear your name. And don’t forget: your choices matter.","698"
"2512190","Magic Pussy: Chapter 2","186","78","9.99","['Adventure', 'Casual', 'RPG']","['Sexual Content', 'Nudity', 'Mature', 'NSFW', 'Magic', 'RPG', 'Fantasy', 'Adventure', 'Open World', 'Dating Sim', 'Atmospheric', 'Action Roguelike', 'Action-Adventure', 'Visual Novel', 'Romance', 'Story Rich', 'Puzzle', 'Casual', 'Choices Matter', 'Life Sim']","Immerse in a thrilling adult-only journey packed with sensual magic. Encounter an array of sultry witches, engage in steamy spells, and experience bold, erotic escapades. Each choice leads to intense, passionate adventures in a bewitching realm","6030"
"1907140","Dungeon: Faster & Deadlier","70","84","9.99","['Adventure', 'Indie', 'RPG', 'Strategy']","['Card Game', 'Fantasy', 'Singleplayer', 'Card Battler', 'Deckbuilding', 'Roguelike', 'Roguelite', 'Dungeon Crawler', 'Character Customization', 'Logic', 'RPG', 'Turn-Based Combat', 'Magic', 'Relaxing', 'Adventure', 'Colorful', 'Atmospheric', '3D', 'Strategy', 'Indie']","This is a hybrid between a card, board, and turn-based single-player game. Play cards in various ways, and discover iconic artifacts. Combine logical possibilities with an aspect of chance. Gradually map the world of this rogue-lite adventure. Walk through the portal and fight!","940"
"2051120","HOT WHEELS UNLEASHED™ 2 - Turbocharged","224","77","49.99","['Action', 'Adventure', 'Racing', 'Simulation', 'Sports']","['Arcade', 'Family Friendly', 'Driving', 'PvP', 'Multiplayer', 'Local Multiplayer', 'Split Screen', 'Controller', 'Singleplayer', 'Racing', 'Motorbike', 'Bikes', 'Action', 'Adventure', 'Third Person', 'Funny', 'Simulation', 'Sports']","The world’s raddest cars are back and taking the fun to the next level! Race over 130 vehicles with crazy new mechanics and even more vehicle types. Plus, build your tracks with stunning new environments and different game modes to have fun off and online!","3489"
"1650810","Loopmancer","520","77","24.99","['Action', 'Adventure', 'Indie', 'RPG']","['Platformer', 'Hack and Slash', 'Action Roguelike', 'Cyberpunk', 'Action', 'Multiple Endings', 'Adventure', 'Singleplayer', 'Violent', 'Futuristic', 'Artificial Intelligence', '2D Platformer', 'Story Rich', 'RPG', 'Action-Adventure', 'Sci-fi', '3D', 'Exploration', 'Dark', 'Indie']","Loopmancer is a 3D platformer roguelite action game with realistic graphics that takes place in a cyberpunk universe. Players play as a detective who comes back to life after an unexpected death, and battle in this lifelike and futuristic city of the east.","7809"
"1361400","Moonglow Bay","369","70","24.99","['Adventure', 'Casual', 'Indie', 'RPG']","['RPG', 'Casual', 'Adventure', 'Fishing', 'Voxel', 'Family Friendly', 'Relaxing', '1980s', 'Creature Collector', 'Sailing', 'Cooking', 'Life Sim', 'Emotional', 'Colorful', 'Cute', 'LGBTQ+', 'Economy', 'Nature', 'Dog', '3D']","In Moonglow Bay, you play as a rookie angler, working together with friends, family, and neighbours to hone your fishing skills, nourish relationships, and restore a remote town’s fractured community.","6225"
"935490","AREAZ","71","62","17.99","['Action', 'Indie', 'Simulation', 'Early Access']","['Open World Survival Craft', 'Nudity', 'Survival', 'Female Protagonist', 'Open World', 'Crafting', 'Exploration', 'Sandbox', 'Singleplayer', 'Third Person', 'FPS', 'Walking Simulator', 'Simulation', 'Nature', 'Early Access', 'Indie', 'Action', 'Violent', 'Adventure', '3D']","Survival cast away style game based on real survival experience and techniques. Adapt to various area(z), fight the exhaustion, manage your food income and energy consumption. Push your survival skills to the limits and conquer final barriers to reach your extraction point.","1955"
"638130","Sweet Surrender VR","114","84","24.99","['Action', 'Indie']","['Action Roguelike', 'FPS', 'Roguelite', 'Immersive Sim', 'Shooter', 'VR', 'Roguelike', 'First-Person', 'Post-apocalyptic', 'Action', 'Choices Matter', 'Multiple Endings', 'Stylized', 'Dystopian', 'Sci-fi', 'Tactical', 'Artificial Intelligence', 'Atmospheric', 'Singleplayer', 'Combat']","Sweet Surrender is a roguelike VR shooter in a dystopian megatower. Explore levels. Discover secrets. Maneuver through treacherous environments. Collect an arsenal of weapons, upgrades and explosives to mount a major assault on the machine overlords. Fight your way to the summit!","1029"
"677330","Theseus","68","82","9.99","['Action', 'Adventure', 'Indie']","['Action', 'Adventure', 'Indie', 'Horror', 'Mythology', 'Psychological Horror', 'Story Rich', 'Atmospheric', 'Walking Simulator', 'VR']","Theseus is an immersive VR experience that offers a new take on the myth of the Minotaur. Discover the potential of a 3rd person perspective in Virtual Reality: enjoy a mix of exploration, story and combat, with a strong cinematic feel.","583"
"2597590","Cuckold Chair Simulator 2023","135","76","3.99","['Adventure', 'Casual', 'Indie', 'Simulation']","['Sexual Content', 'Nudity', 'Mature', 'Simulation', 'Memes', 'Cute', 'Choose Your Own Adventure', 'Experience', 'Immersive Sim', 'Dating Sim', 'Life Sim', 'Funny', 'Romance', '3D', 'NSFW', 'Colorful', 'Comedy', 'Atmospheric', 'Singleplayer', 'Exploration']","Welcome to the captivating world of Cuckold Chair Simulator 2023! This unique game combines an intriguing storyline with the engaging gameplay of Idle and Clicker genres.","1178"
"2460920","ACRES","129","82","14.99","['Casual', 'Indie', 'Simulation', 'Strategy', 'Early Access']","['Early Access', 'Management', 'Agriculture', 'Strategy', 'Automation', 'Immersive Sim', 'Building', 'Capitalism', 'Economy', 'Farming Sim', 'Nature', '3D', 'Top-Down', 'Relaxing', 'Controller', 'Casual', 'Simulation', 'Colorful', 'Minimalist', 'Family Friendly']","ACRES is a small strategy simulation game about growing crops for evolving market demands. Build a farm, one acre at a time, to create a prosperous enterprise. Upgrade equipment, optimize harvests, and nurture the soil against increasing time pressure. How long can you keep the farm operating?","2910"
"2597580","Porno Empire [18+]","124","67","9.99","['Adventure', 'Casual']","['Sexual Content', 'Nudity', 'Mature', 'NSFW', 'Visual Novel', '3D', 'LGBTQ+', 'Dating Sim', 'Story Rich', 'Adventure', 'Choices Matter', 'Choose Your Own Adventure', 'Simulation', 'Casual', 'Life Sim', 'Anime', 'FMV', 'Word Game', 'Modern', 'Point & Click']","Welcome to a world of bold decisions and sweet temptations! Porno Empire [18+] is an adult visual novel that will transport you into a captivating realm of luxurious opportunities and enticing choices.","2572"
"2624740","Sex Lens: A Porn Story 🍓🎥","138","64","9.99","['Adventure', 'Casual', 'Indie', 'Simulation']","['Sexual Content', 'Nudity', 'Mature', 'NSFW', 'Visual Novel', '3D', 'Adventure', 'Dating Sim', 'Casual', 'Story Rich', 'Choices Matter', 'Simulation', 'Life Sim', 'Choose Your Own Adventure', 'Immersive Sim', 'LGBTQ+', 'Anime', 'Modern', 'Word Game', 'Point & Click']","Sex Lens: A Porn Story 🍓🎥 is a visual novel that places the keys to an intriguing cinematic world in your hands. You have the opportunity to participate in a luxurious and creative process, but be prepared for challenges that present you with difficult choices.","2933"
"495390","The Wire Loop Game VR","10","70","4.99","['Casual']","['Casual', 'VR']","The Wire Loop Game VR brings this traditional well known game into virtual reality. The aim of the game is to guide the metal hoop along the length of the wire without it touching. If it touches the wire, or you don't complete it in time, then the buzzer will sound and you will fail.","111"
"708760","Social Club VR : Casino Nights","52","75","19.99","['Casual', 'Indie', 'Simulation', 'Sports', 'Strategy']","['Sports', 'Strategy', 'Casual', 'Simulation', 'Indie', 'Tabletop', 'VR']","When you enter Social Club VR : Casino Nights you enter into a high-class Casino, where you can play your favorite casino table games, like Blackjack, Texas Hold'em Poker and Roulette. Play a private game with friends you know, or get to know people from around the world.","566"
"1265870","Cave Digger","66","79","14.9","['Action', 'Adventure']","['Exploration', 'Action', 'Mining', 'Hidden Object', 'Atmospheric', 'Adventure', 'Funny', 'Multiple Endings', 'Choices Matter', 'Sandbox', 'First-Person', 'Western', 'Relaxing', 'Family Friendly', 'Choose Your Own Adventure', 'Roguelite', 'Dungeon Crawler', 'Steampunk', 'Open World', 'Singleplayer']","Cave Digger is a mining game in an alternative western setting. Gear up with numerous unique tools and explore the town and the depths of the mountain. Discover secrets, easter eggs and multiple endings.","352"
