id,name,numReviews,avgReviewScore,price,genres,tags,description,numFollowers
"230410","Warframe","563885","87","0","['Action', 'RPG', 'Free to Play']","['Free to Play', 'Action RPG', 'Looter Shooter', 'Third-Person Shooter', 'Action', 'RPG', 'Third Person', 'Character Customization', 'Massively Multiplayer', 'Online Co-Op', 'Co-op', 'Singleplayer', 'PvE', 'Sci-fi', 'Lore-Rich', 'Space', 'Shooter', 'Hack and Slash', 'Ninja', 'Parkour']","Awaken as an unstoppable warrior and battle alongside your friends in this story-driven free-to-play online action game","839591"
"214420","Gear Up","8439","75","0","['Action', 'Free to Play', 'Indie']","['Free to Play', 'Multiplayer', 'Robots', 'Action', 'Shooter', 'Building', 'Tanks', 'PvP', 'Third Person', 'War', 'Massively Multiplayer', 'Sandbox', 'Indie', 'Open World', 'Strategy', 'Funny', 'Simulation', 'FPS', 'Adventure', 'Singleplayer']","Feel the adrenaline as you control your unique tank in multiplayer arcade action! Build your ultimate war machine from over a million different combinations. Now, will you go for the rumbling caterpillar tracks or the crawling spider legs?","110538"
"236390","War Thunder","461064","75","0","['Action', 'Massively Multiplayer', 'Simulation', 'Free to Play']","['Free to Play', 'Vehicular Combat', 'Combat', 'World War II', 'VR', 'Flight', 'War', 'Military', 'Tanks', 'Naval Combat', 'Simulation', 'Modern', 'Massively Multiplayer', 'Cold War', 'Action', 'Realistic', 'Shooter', 'Third-Person Shooter', 'Third Person', 'Multiplayer']","War Thunder is the most comprehensive free-to-play, cross-platform, MMO military game dedicated to aviation, armoured vehicles, and naval craft, from the early 20th century to the most advanced modern combat units. Join now and take part in major battles on land, in the air, and at sea.","454204"
"239030","Papers, Please","60646","97","9.99","['Adventure', 'Indie']","['Indie', 'Political', 'Simulation', 'Singleplayer', 'Point & Click', 'Pixel Graphics', 'Dystopian', 'Multiple Endings', 'Puzzle', 'Story Rich', 'Retro', 'Atmospheric', '2D', 'Great Soundtrack', 'Addictive', 'Strategy', 'Replay Value', 'Casual', 'Difficult', 'Adventure']","Congratulations. The October labor lottery is complete. Your name was pulled. For immediate placement, report to the Ministry of Admission at Grestin Border Checkpoint. An apartment will be provided for you and your family in East Grestin. Expect a Class-8 dwelling.","110918"
"203160","Tomb Raider","222729","96","14.99","['Action', 'Adventure']","['Adventure', 'Action', 'Female Protagonist', 'Third Person', 'Singleplayer', 'Story Rich', 'Third-Person Shooter', 'Multiplayer', 'Exploration', 'Action-Adventure', 'Quick-Time Events', 'Atmospheric', 'Shooter', 'Puzzle', 'Stealth', 'Cinematic', 'Platformer', 'RPG', 'Reboot', '3D Vision']","Tomb Raider explores the intense origin story of Lara Croft and her ascent from a young woman to a hardened survivor.","190380"
"268910","Cuphead","140309","97","19.99","['Action', 'Indie']","['Difficult', 'Cartoon', 'Co-op', 'Platformer', 'Great Soundtrack', 'Local Co-Op', '2D', 'Hand-drawn', 'Multiplayer', 'Indie', 'Retro', 'Cartoony', 'Bullet Hell', 'Action', ""Shoot 'Em Up"", 'Singleplayer', 'Side Scroller', 'Colorful', 'Funny', 'Souls-like']","Cuphead is a classic run and gun action game heavily focused on boss battles. Inspired by cartoons of the 1930s, the visuals and audio are painstakingly created with the same techniques of the era, i.e. traditional hand drawn cel animation, watercolor backgrounds, and original jazz recordings.","310213"
"248530","Depth Hunter 2: Deep Dive","964","74","17.99","['Action', 'Adventure', 'Casual', 'Indie', 'Simulation', 'Sports']","['Simulation', 'Underwater', 'Hunting', 'Casual', 'Action', 'Sports', 'Indie', 'Adventure', 'Fishing', 'Singleplayer', 'FPS', 'Multiplayer', 'First-Person']","Depth Hunter 2 is an underwater hunting game, allowing the complete experience of the spearfishing extreme sport!","2471"
"246620","Plague Inc: Evolved","48005","94","14.99","['Casual', 'Indie', 'Simulation', 'Strategy']","['Strategy', 'Simulation', 'Outbreak Sim', 'Indie', 'Singleplayer', 'Multiplayer', 'Zombies', 'Casual', 'Tactical', 'Replay Value', 'Post-apocalyptic', 'Addictive', 'Realistic', '2D', 'Difficult', 'Atmospheric', 'Co-op', 'Sandbox', 'Early Access', 'Survival']","Plague Inc: Evolved is a unique mix of high strategy and terrifyingly realistic simulation. Your pathogen has just infected 'Patient Zero' - now you must bring about the end of human history by evolving a deadly, global Plague whilst adapting against everything humanity can do to defend itself.","212099"
"283080","Super Chibi Knight","403","88","4.99","['Action', 'Adventure', 'Indie', 'RPG']","['Action', 'Adventure', 'Indie', 'RPG', '2D', 'Action RPG', 'Singleplayer', 'Side Scroller', 'Family Friendly', 'Classic', 'Cute', 'Platformer', 'Hack and Slash']","The Kingdom of Oukoku is threatened by the spicy influence of General Tso. Citizens have placed their hope in a small knight who fits the requirements of ancient legends. Which path will the Chibi Knight choose...","1654"
"238460","BattleBlock Theater","67613","97","14.99","['Action', 'Adventure', 'Casual', 'Indie']","['Co-op', 'Platformer', 'Funny', 'Comedy', 'Level Editor', 'Multiplayer', 'Local Co-Op', '2D', 'Cats', 'Online Co-Op', 'Action', 'Side Scroller', 'Local Multiplayer', '2D Platformer', 'Casual', 'Singleplayer', 'Indie', 'Puzzle Platformer', 'Narration', 'Puzzle']","Welcome to BattleBlock Theater! You’ve got no where to go but up...on stage. Play single player or co-op to free your friends and save Hatty Hattington! Jump, solve and battle your way through a mysterious theater inhabited by highly technological felines.","142193"
"304930","Unturned","534628","92","0","['Action', 'Adventure', 'Casual', 'Indie', 'Free to Play']","['Free to Play', 'Survival', 'Zombies', 'Multiplayer', 'Open World', 'Co-op', 'Crafting', 'Sandbox', 'Shooter', 'Adventure', 'Post-apocalyptic', 'First-Person', 'FPS', 'Looter Shooter', 'Singleplayer', 'Action', 'Massively Multiplayer', 'Atmospheric', 'Indie', 'Casual']","You're a survivor in the zombie infested ruins of society, and must work with your friends and forge alliances to remain among the living.","556510"
"301520","Robocraft","118808","73","0","['Action', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG', 'Simulation']","['Free to Play', 'Robots', 'Building', 'Multiplayer', 'Action', 'Shooter', 'PvP', 'Massively Multiplayer', 'Sandbox', 'Crafting', 'Third-Person Shooter', 'Sci-fi', 'Strategy', 'Simulation', 'Early Access', 'Indie', 'Open World', 'Funny', 'Adventure', 'RPG']","Build insane, fully customisable robot battle vehicles that drive, hover, walk and fly in the free-to-play action game Robocraft. Add weapons from the future and jump in the driving seat as you take your creation into battle against other players online!","158078"
"317360","Double Action: Boogaloo","11255","93","0","['Action', 'Free to Play', 'Indie']","['Free to Play', 'Action', 'Multiplayer', 'Shooter', 'Parkour', 'Third-Person Shooter', 'FPS', 'Bullet Time', 'First-Person', 'Open World', 'Funny', 'Indie', 'Co-op', 'Comedy', 'Singleplayer', 'Online Co-Op', 'Adventure', 'Survival', 'Controller', 'Zombies']","Double Action is a free stylish multiplayer game about diving, flipping, and sliding your way into action movie mayhem.","36098"
"26800","Braid","9073","94","14.99","['Casual', 'Indie', 'Strategy']","['Puzzle Platformer', 'Puzzle', '2D Platformer', 'Platformer', 'Indie', 'Time Manipulation', '2D', 'Singleplayer', 'Great Soundtrack', 'Difficult', 'Time Travel', 'Casual', 'Atmospheric', 'Classic', 'Story Rich', 'Strategy', 'Side Scroller', 'Beautiful', 'Adventure', 'Short']","Braid is a puzzle-platformer, drawn in a painterly style, where you can manipulate the flow of time in strange and unusual ways. From a house in the city, journey to a series of worlds and solve puzzles to rescue an abducted princess.","16935"
"306410","Crystals of Time","1014","65","0.99","['Casual', 'Indie']","['Hidden Object', 'Casual', 'Indie', 'Puzzle', 'Point & Click', 'Adventure', 'Female Protagonist', 'Singleplayer']","Help Ashley Ford find her father and solve the mystery of the Three Oak Mansion. A professional thief, Ashley has inherited this hobby from her father, who suddenly disappeared one night while he was trying to sneak into the Three Oak Mansion. You start the game in front of a big, deserted house that hides a lot of secrets.","407"
"241930","Middle-earth™: Shadow of Mordor™","80558","92","19.99","[]","['Open World', 'Action', 'Fantasy', 'Adventure', 'Third Person', 'Stealth', 'Singleplayer', 'RPG', 'Action RPG', 'Assassin', 'Hack and Slash', 'Gore', 'Parkour', 'Atmospheric', 'Story Rich', 'Dark Fantasy', 'Magic', 'Lore-Rich', 'Based On A Novel', 'Sandbox']","Fight through Mordor and uncover the truth of the spirit that compels you, discover the origins of the Rings of Power, build your legend and ultimately confront the evil of Sauron in this new chronicle of Middle-earth.","219267"
"346900","AdVenture Capitalist","56730","88","0","['Casual', 'Free to Play', 'Indie']","['Free to Play', 'Clicker', 'Capitalism', 'Singleplayer', 'Casual', 'Management', 'Simulation', 'Indie', '2D', 'Funny', 'Point & Click', 'Idler', 'Strategy', 'Adventure', 'Addictive', 'Touch-Friendly', 'Real-Time', 'Family Friendly', 'Comedy', 'Memes']","Welcome, eager young investor, to AdVenture Capitalist! Arguably the world's greatest Capitalism simulator!","25045"
"361420","ASTRONEER","108572","92","29.99","['Adventure', 'Indie']","['Multiplayer', 'Open World', 'Open World Survival Craft', 'Space', 'Survival', 'Exploration', 'Base Building', 'Co-op', 'Sandbox', 'Adventure', 'Building', 'Crafting', 'Sci-fi', 'Automation', 'Singleplayer', 'Colorful', 'Third Person', 'Atmospheric', 'Simulation', 'Indie']","A game of aerospace industry and interplanetary exploration.","503927"
"730","Counter-Strike 2","7904033","88","0","['Action', 'Free to Play']","['FPS', 'Shooter', 'Multiplayer', 'Competitive', 'Action', 'Team-Based', 'eSports', 'Tactical', 'First-Person', 'PvP', 'Online Co-Op', 'Co-op', 'Strategy', 'Military', 'War', 'Difficult', 'Trading', 'Realistic', 'Fast-Paced', 'Moddable']","For over two decades, Counter-Strike has offered an elite competitive experience, one shaped by millions of players from across the globe. And now the next chapter in the CS story is about to begin. This is Counter-Strike 2.","3995461"
"257510","The Talos Principle","26937","96","29.99","['Action', 'Adventure', 'Indie']","['Puzzle', 'Philosophical', 'First-Person', 'Sci-fi', 'Atmospheric', 'Story Rich', 'Singleplayer', 'Great Soundtrack', 'Robots', 'Adventure', 'Exploration', 'Indie', 'Multiple Endings', 'Difficult', 'Mystery', 'Post-apocalyptic', 'Action', 'Simulation', 'Science', 'Artificial Intelligence']","The Talos Principle is a first-person puzzle game in the tradition of philosophical science fiction. Made by Croteam and written by Tom Jubert (FTL, The Swapper) and Jonas Kyratzes (The Sea Will Claim Everything).","178620"
"337630","Bermuda","214","54","2.99","['Adventure', 'Indie']","['Indie', 'Visual Novel', 'Adventure', 'Anime', 'Puzzle Platformer', 'Sci-fi', 'Singleplayer']","Trapped in an alien submarine, Edward's faith will be tested in a tale of trust and deceit. Bermuda is a visual novel mixed with open ended stealth puzzles.","520"
"346120","Boring Man - Online Tactical Stickman Combat","5433","88","0","['Action', 'Indie', 'Massively Multiplayer', 'Free to Play']","['Side Scroller', 'Pixel Graphics', 'Shooter', 'Violent', '2D', 'Survival', '2D Platformer', 'Multiplayer', 'Moddable', 'Competitive', 'PvP', 'Level Editor', 'Indie', 'Action', 'Funny', 'Co-op', 'Free to Play', 'Platformer', 'Parkour', 'Massively Multiplayer']","Battle other 2D stickfigures online while jumping around like a lunatic and getting blown up into smithereens. With over 70 weapons, Boring Man is the most chaotic and hilarious 2D online shooter on the internet.","8184"
"341800","Keep Talking and Nobody Explodes","12349","98","14.99","['Indie']","['Co-op', 'Puzzle', 'Local Co-Op', 'Multiplayer', 'VR', 'Indie', 'Local Multiplayer', 'Difficult', 'Team-Based', 'Family Friendly', 'Funny', 'Fast-Paced', 'First-Person', 'Simulation', 'Asymmetric VR', 'Party Game', 'Action', 'Party', 'Strategy', 'Atmospheric']","Find yourself trapped alone in a room with a ticking time bomb. Your friends have the manual to defuse it, but they can't see the bomb, so you're going to have to talk it out – fast!","112376"
"367520","Hollow Knight","299168","97","14.99","['Action', 'Adventure', 'Indie']","['Metroidvania', 'Souls-like', 'Platformer', 'Great Soundtrack', 'Difficult', '2D', 'Indie', 'Singleplayer', 'Atmospheric', 'Exploration', 'Adventure', 'Story Rich', 'Hand-drawn', 'Action', 'Multiple Endings', 'Dark Fantasy', 'Open World', 'Cute', 'Controller', 'Side Scroller']","Forge your own path in Hollow Knight! An epic action adventure through a vast ruined kingdom of insects and heroes. Explore twisting caverns, battle tainted creatures and befriend bizarre bugs, all in a classic, hand-drawn 2D style.","351855"
"200260","Batman: Arkham City GOTY","53591","96","19.99","['Action', 'Adventure']","['Action', 'Open World', 'Stealth', 'Superhero', 'Adventure', 'Third Person', 'Singleplayer', ""Beat 'em up"", 'Comic Book', 'Detective', 'Story Rich', 'Atmospheric', 'Fighting', 'Action-Adventure', 'Cinematic', 'Controller', '3D Vision', 'Metroidvania', 'Sandbox', 'Great Soundtrack']","Get Batman: Arkham City and all DLC for one low price with the release of the GOTY Edition!","49718"
"322330","Don't Starve Together","406893","96","14.99","['Action', 'Adventure', 'Indie', 'RPG', 'Simulation', 'Strategy']","['Survival', 'Open World Survival Craft', 'Multiplayer', 'Co-op', 'Open World', 'Adventure', 'Crafting', 'Online Co-Op', 'Sandbox', 'Difficult', 'Indie', '2D', 'Atmospheric', 'Funny', 'Survival Horror', 'Strategy', 'Horror', 'Singleplayer', 'Action', 'Roguelike']","Fight, Farm, Build and Explore Together in the standalone multiplayer expansion to the uncompromising wilderness survival game, Don't Starve.","652693"
"35140","Batman: Arkham Asylum GOTY Edition","52604","96","19.99","['Action', 'Adventure']","['Action', 'Stealth', 'Third Person', 'Superhero', 'Adventure', 'Singleplayer', 'Open World', ""Beat 'em up"", 'Detective', 'Comic Book', 'Atmospheric', 'Story Rich', 'Action-Adventure', 'Fighting', 'Controller', 'Metroidvania', 'Puzzle', '3D Vision', 'Horror', 'Dark']","Experience what it’s like to be Batman and face off against Gotham's greatest villians. Explore every inch of Arkham Asylum and roam freely on the infamous island.","33380"
"364480","Red Goblin: Cursed Forest","35","40","4.99","['Casual', 'Indie']","['Indie', 'Casual', 'Retro', 'Platformer', 'Metroidvania', '2D']","Venture into the darkness of the Dream Forest and discover why it's now called ""Cursed"". Meet interesting characters in a psychological adventure, solve puzzles and learn all about the story of Red; a fire goblin that is now looking to find his master...","166"
"208650","Batman™: Arkham Knight","103479","86","19.99","['Action', 'Adventure']","['Action', 'Open World', 'Superhero', 'Stealth', 'Adventure', 'Third Person', 'Singleplayer', 'Detective', 'Fighting', 'Story Rich', 'Atmospheric', 'Dark', 'Comic Book', ""Beat 'em up"", 'Puzzle', 'Mature', 'Sandbox', 'Horror', 'Strategy', 'Epic']","Batman™: Arkham Knight brings the award-winning Arkham trilogy from Rocksteady Studios to its epic conclusion. Developed exclusively for New-Gen platforms, Batman: Arkham Knight introduces Rocksteady's uniquely designed version of the Batmobile.","171535"
"209000","Batman™: Arkham Origins","44437","88","19.99","['Action', 'Adventure']","['Action', 'Open World', 'Superhero', 'Adventure', 'Third Person', 'Stealth', 'Singleplayer', 'Multiplayer', 'Fighting', ""Beat 'em up"", 'Comic Book', 'Detective', 'Story Rich', 'Atmospheric', 'Action-Adventure', 'Controller', '3D Vision', 'Sandbox', 'Third-Person Shooter', 'RPG']","As of December 4, 2016, the online services portion of Batman: Arkham Origins will be retired. We thank those that have joined us to battle over the last 3 years. The Single player campaign may still be played and enjoyed offline.","63541"
"267490","Batman™: Arkham Origins Blackgate - Deluxe Edition","2284","42","19.99","['Action', 'Adventure']","['Action', 'Adventure', '2.5D', 'Superhero', 'Metroidvania', 'Platformer', 'Singleplayer', ""Beat 'em up"", 'Stealth', 'Comic Book', 'Side Scroller', 'Dark']","Batman: Arkham Origins Blackgate - Deluxe Edition amplifies the 2.5-D game developed by Armature Studio with new maps, enemy encounters, difficulty levels, and batsuits, all with enhanced visuals. A companion game to Batman: Arkham Origins, players can continue the storyline of the console version and discover more details of the Dark...","4950"
"291550","Brawlhalla","355359","83","0","['Action', 'Indie', 'Free to Play']","['Free to Play', 'Multiplayer', 'Fighting', '2D Fighter', 'Casual', '2D Platformer', 'Local Multiplayer', 'Co-op', 'Controller', 'Action', 'Platformer', 'Fantasy', 'Online Co-Op', 'Local Co-Op', 'Family Friendly', '4 Player Local', 'Cartoony', 'eSports', 'Singleplayer', 'Indie']","An epic platform fighter for up to 8 players online or local. Try casual free-for-alls, ranked matches, or invite friends to a private room. And it's free! Play cross-platform with millions of players on PlayStation, Xbox, Nintendo Switch, iOS, Android & Steam! Frequent updates. Over fifty Legends.","181448"
"383870","Firewatch","64523","89","19.99","['Adventure', 'Indie']","['Adventure', 'Atmospheric', 'Story Rich', 'Walking Simulator', 'Mystery', 'First-Person', 'Singleplayer', 'Exploration', 'Open World', 'Indie', 'Great Soundtrack', 'Short', 'Comedy', 'Funny', 'Drama', 'Colorful', 'Thriller', 'Horror', 'Mature', 'Casual']","Firewatch is a single-player first-person mystery set in the Wyoming wilderness, where your only emotional lifeline is the person on the other end of a handheld radio.","195289"
"499520","The Turing Test","7571","88","19.99","['Adventure']","['Puzzle', 'Sci-fi', 'First-Person', 'Female Protagonist', 'Space', 'Adventure', 'Singleplayer', 'Atmospheric', 'Story Rich', 'Great Soundtrack', 'Artificial Intelligence', 'Short', 'Philosophical', 'Psychological Horror', 'Robots', 'Indie', 'Mystery', 'Horror', 'Walking Simulator']","The Turing Test is a challenging first-person puzzle game set on Jupiter’s moon, Europa. You are Ava Turing, an engineer for the International Space Agency (ISA) sent to discover the cause behind the disappearance of the ground crew stationed there.","31840"
"504230","Celeste","80268","98","19.99","['Action', 'Adventure', 'Indie']","['Precision Platformer', 'Difficult', 'Great Soundtrack', 'Pixel Graphics', 'Platformer', 'Indie', '2D Platformer', 'Female Protagonist', 'Singleplayer', '2D', 'Story Rich', 'Adventure', 'Cute', 'Puzzle Platformer', 'Atmospheric', 'LGBTQ+', 'Action', 'Side Scroller', 'Retro', 'Exploration']","Help Madeline survive her inner demons on her journey to the top of Celeste Mountain, in this super-tight platformer from the creators of TowerFall. Brave hundreds of hand-crafted challenges, uncover devious secrets, and piece together the mystery of the mountain.","96186"
"210970","The Witness","15587","85","39.99","['Adventure', 'Indie']","['Puzzle', 'Exploration', 'First-Person', 'Open World', 'Singleplayer', 'Colorful', 'Indie', 'Atmospheric', 'Difficult', 'Walking Simulator', 'Adventure', 'Mystery', 'Nonlinear', 'Relaxing', 'Philosophical', 'Casual', 'Surreal', 'Great Soundtrack', 'Story Rich', 'Beautiful']","You wake up, alone, on a strange island full of puzzles that will challenge and surprise you.","117034"
"391540","Undertale","200423","97","9.99","['Indie', 'RPG']","['Great Soundtrack', 'Story Rich', 'Choices Matter', 'Multiple Endings', 'Pixel Graphics', 'Funny', 'RPG', 'Singleplayer', 'Indie', 'Comedy', '2D', 'Replay Value', 'Bullet Hell', 'Cute', 'Memes', 'Retro', 'Dark', 'Psychological Horror', 'Dating Sim', 'Horror']","UNDERTALE! The RPG game where you don't have to destroy anyone.","345039"
"444640","Bloons TD Battles","28439","91","0","['Action', 'Free to Play', 'Strategy']","['Free to Play', 'Tower Defense', 'Multiplayer', 'Strategy', 'Action', 'Competitive', 'PvP', 'Casual', '2D', 'Funny', 'Co-op', 'Family Friendly', 'Massively Multiplayer', 'Mod', 'Singleplayer', 'Building', 'Difficult', 'Sandbox', 'Adventure', 'Indie']","Go head to head with other players in a Bloon-popping battle for victory. From the creators of best-selling Bloons TD 5, this all new Battles game is specially designed for multiplayer combat, featuring the ability to control bloons directly and send them charging past your opponent's defenses.","15351"
"48000","LIMBO","47552","93","9.99","['Action', 'Adventure', 'Indie']","['Puzzle Platformer', 'Indie', 'Puzzle', 'Platformer', 'Dark', 'Atmospheric', '2D', 'Adventure', 'Singleplayer', 'Horror', 'Surreal', 'Short', 'Side Scroller', 'Difficult', 'Minimalist', 'Physics', 'Action', 'Cinematic', 'Casual', 'Controller']","Uncertain of his sister's fate, a boy enters LIMBO","46297"
"588650","Dead Cells","135106","97","24.99","['Action', 'Adventure', 'Indie']","['Adventure', 'Action Roguelike', 'Pixel Graphics', 'Metroidvania', '2D', 'Roguelike', 'Souls-like', 'Hack and Slash', 'Roguelite', 'Replay Value', 'Platformer', 'Roguevania', 'Difficult', 'Singleplayer', 'Action', 'Atmospheric', 'Dark Fantasy', 'Procedural Generation', 'Funny', 'Indie']","Dead Cells is a rogue-lite, metroidvania inspired, action-platformer. You'll explore a sprawling, ever-changing castle... assuming you’re able to fight your way past its keepers in 2D souls-lite combat. No checkpoints. Kill, die, learn, repeat. Regular free content updates!","361384"
"218620","PAYDAY 2","625057","89","9.99","['Action', 'RPG']","['Co-op', 'Action', 'FPS', 'Heist', 'Multiplayer', 'Looter Shooter', 'Online Co-Op', 'Stealth', 'Crime', 'Shooter', 'Team-Based', 'First-Person', 'Great Soundtrack', 'Gun Customization', 'Tactical', 'PvE', 'Strategy', 'Singleplayer', 'Funny', 'Simulation']","PAYDAY 2 is an action-packed, four-player co-op shooter that once again lets gamers don the masks of the original PAYDAY crew - Dallas, Hoxton, Wolf and Chains - as they descend on Washington DC for an epic crime spree.","8335721"
"553420","TUNIC","10022","93","29.99","['Action', 'Adventure', 'RPG']","['Exploration', 'Puzzle', 'Souls-like', 'Metroidvania', 'Cute', 'Isometric', 'Action-Adventure', 'Difficult', 'RPG', 'Action RPG', '3D', 'Top-Down', 'Colorful', 'Nonlinear', 'Atmospheric', 'Controller', 'Fantasy', 'Action', 'Stylized', 'Family Friendly']","Explore a land filled with lost legends, ancient powers, and ferocious monsters in TUNIC, an isometric action game about a small fox on a big adventure.","70974"
"582500","We Were Here","26112","91","0","['Action', 'Adventure', 'Indie', 'Free to Play']","['Free to Play', 'Co-op', 'Escape Room', 'Puzzle', 'Horror', 'Multiplayer', 'Co-op Campaign', 'Mystery', 'Adventure', 'Psychological Horror', 'Online Co-Op', 'Exploration', 'First-Person', 'Investigation', 'Atmospheric', 'Multiple Endings', 'Indie', 'Casual', 'Dark', 'Action-Adventure']","Lost in a frozen wasteland and split up from your partner inside an abandoned castle, the only possession you have left is a walkie-talkie with a familiar voice on the other end. Can the two of you find your way out in time?","35422"
"544330","Snake Pass","2851","79","19.99","['Adventure', 'Casual', 'Indie']","['3D Platformer', 'Indie', 'Adventure', 'Puzzle Platformer', 'Wholesome', 'Difficult', 'Cute', 'Casual', 'Platformer', 'Physics', 'Family Friendly', 'Singleplayer', 'Puzzle', 'Cozy', 'Colorful', 'Collectathon', 'Exploration', 'Action', 'Simulation', 'Atmospheric']","Slither, coil and climb your way to the top of Haven Tor in this one of a kind physics based, puzzle platform adventure from award winning independent studio Sumo Digital!","10701"
"698780","Doki Doki Literature Club","196230","97","0","['Casual', 'Free to Play', 'Indie']","['Psychological Horror', 'Visual Novel', 'Anime', 'Free to Play', 'Horror', 'Dating Sim', 'Cute', 'Dark', 'Story Rich', 'Romance', 'Singleplayer', 'Great Soundtrack', 'Gore', 'Violent', 'Indie', 'Sexual Content', 'Memes', 'First-Person', 'Casual', 'Adventure']","The Literature Club is full of cute girls! Will you write the way into their heart? This game is not suitable for children or those who are easily disturbed.","152050"
